4435.7,1935.3,5.082,12.727,6.877
4385.7,1985.3,5.108,12.786,6.899
4335.7,2035.3,5.134,12.844,6.921
4285.7,2085.3,5.159,12.901,6.943
4235.7,2135.3,5.185,12.958,6.964
4185.7,2185.3,5.210,13.014,6.984
4135.7,2235.3,5.235,13.070,7.004
4085.7,2285.3,5.261,13.124,7.024
4035.7,2335.3,5.285,13.178,7.044
3985.7,2385.3,5.310,13.232,7.063
3935.7,2435.3,5.335,13.284,7.082
3885.7,2485.3,5.359,13.336,7.101
3835.7,2535.3,5.384,13.388,7.120
3785.7,2585.3,5.408,13.439,7.138
3735.7,2635.3,5.432,13.489,7.156
3685.7,2685.3,5.456,13.539,7.174
3635.7,2735.3,5.479,13.588,7.191
3585.7,2785.3,5.503,13.636,7.209
3535.7,2835.3,5.526,13.684,7.226
3485.7,2885.3,5.550,13.732,7.243
3485.7,2885.3,9.909,8.002,0.000
3400.0,2971.0,10.043,8.150,0.000
3300.0,3071.0,10.195,8.317,0.000
3200.0,3171.0,10.340,8.477,0.000
3100.0,3271.0,10.478,8.630,0.000
3000.0,3371.0,10.611,8.777,0.000
2900.0,3471.0,10.738,8.917,0.000
2800.0,3571.0,10.859,9.050,0.000
2700.0,3671.0,10.974,9.176,0.000
2600.0,3771.0,11.084,9.295,0.000
2500.0,3871.0,11.189,9.408,0.000
2400.0,3971.0,11.288,9.514,0.000
2300.0,4071.0,11.383,9.614,0.000
2200.0,4171.0,11.473,9.706,0.000
2100.0,4271.0,11.558,9.792,0.000
2000.0,4371.0,11.639,9.871,0.000
1900.0,4471.0,11.716,9.944,0.000
1800.0,4571.0,11.789,10.009,0.000
1700.0,4671.0,11.857,10.068,0.000
1600.0,4771.0,11.922,10.120,0.000
1500.0,4871.0,11.984,10.166,0.000
1400.0,4971.0,12.042,10.204,0.000
1300.0,5071.0,12.096,10.236,0.000
1217.1,5153.9,12.139,10.258,0.000
1217.1,5153.9,12.704,11.091,3.439
1200.0,5171.0,12.712,11.096,3.442
1100.0,5271.0,12.760,11.119,3.462
1000.0,5371.0,12.804,11.140,3.479
900.0,5471.0,12.844,11.159,3.496
800.0,5571.0,12.879,11.176,3.510
700.0,5671.0,12.910,11.191,3.523
600.0,5771.0,12.937,11.205,3.534
500.0,5871.0,12.960,11.216,3.543
400.0,5971.0,12.979,11.225,3.551
300.0,6071.0,12.993,11.232,3.557
200.0,6171.0,13.004,11.237,3.561
100.0,6271.0,13.010,11.240,3.564
0.0,6371.0,13.012,11.241,3.565
